0,138.738,156.251,158.85,131.169,117.95,148.455,132.116,112.771,146.117,133.492,111.321,152.28,130.139,125.102,151.892
0,135.479,159.192,158.703,130.867,117.968,148.029,132.037,112.445,144.815,133.384,112.844,151.429,126.97,126.387,150.078
0,135.057,155.375,154.506,131.278,116.264,145.948,132.546,111.892,144.281,135.153,110.195,150.275,136.256,124.615,150.144
0,135.891,158.22,151.074,132.977,116.075,143.132,133.523,111.008,141.026,134.924,108.531,148.532,135.875,122.26,148.954
0,135.762,156.978,152.15,134.073,114.191,144.811,132.947,111.911,144.297,133.452,109.818,151.364,133.424,123.031,151.947
0,133.193,156.234,150.706,134.18,112.524,141.877,134.164,108.627,142.182,136.188,104.867,149.536,133.996,118.754,149.176
0,135.857,155.348,160.675,133.314,109.909,143.599,136.061,103.642,143.248,140.686,99.489,150.716,137.847,115.71,151.048
0,140.282,159.536,167.664,135.508,109.3,140.672,144.15,95.122,144.156,154.63,87.42,149.702,151.169,109.298,148.981
0,140.461,158.805,163.111,137.251,103.533,140.815,146.435,90.722,143.712,159.029,84.022,149.416,154.895,109.207,148.512
0,142.694,160.541,156.945,137.483,102.126,140.436,149.38,85.408,143.344,164.692,75.813,148.88,159.306,106.739,146.254
0,144.241,160.214,161.311,138.535,98.995,141.302,149.721,87.447,142.975,163.533,83.147,145.013,159.267,112.141,145.514
0,147.667,162.553,161.099,136.962,103.533,143.057,148.661,94.982,138.713,160.199,91.881,140.005,157.208,118.095,143.073
0,145.205,161.62,161.697,135.56,111.663,142.557,149.74,104.745,133.283,157.74,96.691,140.599,147.636,124.137,145.35
0,141.347,158.981,169.092,140.619,105.822,147.123,148.916,103.622,140.912,154.385,97.493,146.686,145.577,123.924,148.927
0,136.14,153.065,166.313,124.774,120.992,143.663,133.477,114.902,139.408,139.184,110.161,145.009,140.057,117.6,144.709
0,137.318,154.896,169.93,127.996,129.945,141.388,134.319,120.141,139.779,140.227,115.016,144.412,141.88,124.795,145.328
0,129.331,154.078,166.326,127.182,126.991,145.462,131.056,115.867,141.245,137.17,114.177,142.056,139.468,133.079,140.29
